seqid	source	type	start	end	score	strand	phase	ID	Parent
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C1N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C1N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C3N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C3N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C5N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C5N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C7N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C7N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C8N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C8N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C10N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C10N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C11N2
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C11N2
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C1N9
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C1N9
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C8N9
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C8N9
2L	Davies et al. (2007)	exon	2417185	2417358	.	+	.	19	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2417185	2417358	.	+	0	19	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2417637	2417799	.	+	.	20c	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2417637	2417799	.	+	0	20c	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C1N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C1N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C3N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C3N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C5N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C5N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C7N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C7N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C8N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C8N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C10N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C10N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C11N2
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C11N2
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C1N9
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C1N9
2L	Davies et al. (2007)	exon	2421385	2421547	.	+	.	20d	Davies-C8N9
2L	Davies et al. (2007)	CDS	2421385	2421547	.	+	2	20d	Davies-C8N9
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C1N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C1N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C3N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C3N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C5N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C5N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C7N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C7N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C8N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C8N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C10N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C10N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C11N2
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C11N2
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C1N9
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C1N9
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C8N9
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C8N9
2L	Davies et al. (2007)	exon	2422468	2422655	.	+	.	21	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2422468	2422655	.	+	1	21	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C1N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C1N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C3N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C3N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C5N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C5N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C7N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C7N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C8N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C8N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C10N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C10N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C11N2
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C11N2
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C1N9
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C1N9
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C8N9
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C8N9
2L	Davies et al. (2007)	exon	2422713	2422920	.	+	.	22	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2422713	2422920	.	+	2	22	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2424237	2424418	.	+	.	23f-	Davies-C5N2
2L	Davies et al. (2007)	CDS	2424237	2424418	.	+	1	23f-	Davies-C5N2
2L	Davies et al. (2007)	exon	2424237	2424418	.	+	.	23f-	Davies-C7N2
2L	Davies et al. (2007)	CDS	2424237	2424418	.	+	1	23f-	Davies-C7N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C1N2
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C1N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C3N2
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C3N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C8N2
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C8N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C10N2
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C10N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C11N2
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C11N2
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C1N9
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C1N9
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C8N9
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C8N9
2L	Davies et al. (2007)	exon	2424207	2424418	.	+	.	23f+	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2424207	2424418	.	+	2	23f+	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C1N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C1N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C3N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C3N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C5N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C5N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C7N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C7N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C8N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C8N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C10N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C10N2
2L	Davies et al. (2007)	exon	2424729	2424870	.	+	.	24h-	Davies-C11N2
2L	Davies et al. (2007)	CDS	2424729	2424870	.	+	0	24h-	Davies-C11N2
2L	Davies et al. (2007)	exon	2424651	2424870	.	+	.	24h+	Davies-C1N9
2L	Davies et al. (2007)	CDS	2424651	2424870	.	+	2	24h+	Davies-C1N9
2L	Davies et al. (2007)	exon	2424651	2424870	.	+	.	24h+	Davies-C8N9
2L	Davies et al. (2007)	CDS	2424651	2424870	.	+	2	24h+	Davies-C8N9
2L	Davies et al. (2007)	exon	2424651	2424870	.	+	.	24h+	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2424651	2424870	.	+	2	24h+	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C1N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C1N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C3N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C3N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C5N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C5N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C7N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C7N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C8N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C8N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C10N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C10N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C11N2
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C11N2
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C1N9
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C1N9
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C8N9
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C8N9
2L	Davies et al. (2007)	exon	2424946	2425211	.	+	.	25	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2424946	2425211	.	+	1	25	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C1N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C1N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C3N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C3N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C5N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C5N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C7N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C7N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C8N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C8N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C10N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C10N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C11N2
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C11N2
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C1N9
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C1N9
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C8N9
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C8N9
2L	Davies et al. (2007)	exon	2425278	2425451	.	+	.	26	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2425278	2425451	.	+	2	26	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2425770	2425892	.	+	.	27k	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2425770	2425892	.	+	2	27k	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C1N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C1N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C3N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C3N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C5N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C5N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C7N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C7N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C8N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C8N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C10N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C10N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C11N2
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C11N2
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C1N9
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C1N9
2L	Davies et al. (2007)	exon	2427988	2428110	.	+	.	27l	Davies-C8N9
2L	Davies et al. (2007)	CDS	2427988	2428110	.	+	2	27l	Davies-C8N9
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C1N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C1N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C3N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C3N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C5N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C5N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C7N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C7N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C8N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C8N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C10N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C10N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C11N2
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C11N2
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C1N9
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C1N9
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C8N9
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C8N9
2L	Davies et al. (2007)	exon	2429097	2429219	.	+	.	28	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2429097	2429219	.	+	2	28	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C1N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C1N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C3N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C3N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C5N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C5N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C7N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C7N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C8N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C8N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C10N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C10N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C11N2
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C11N2
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C1N9
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C1N9
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C8N9
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C8N9
2L	Davies et al. (2007)	exon	2429282	2429476	.	+	.	29	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2429282	2429476	.	+	2	29	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C1N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C1N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C3N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C3N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C5N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C5N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C7N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C7N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C8N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C8N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C10N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C10N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C11N2
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C11N2
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C1N9
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C1N9
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C8N9
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C8N9
2L	Davies et al. (2007)	exon	2429556	2429801	.	+	.	30	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2429556	2429801	.	+	2	30	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C1N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C1N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C3N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C3N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C5N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C5N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C7N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C7N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C8N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C8N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C10N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C10N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C11N2
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C11N2
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C1N9
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C1N9
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C8N9
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C8N9
2L	Davies et al. (2007)	exon	2429872	2430142	.	+	.	31	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2429872	2430142	.	+	2	31	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C1N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C1N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C3N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C3N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C5N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C5N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C7N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C7N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C8N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C8N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C10N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C10N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C11N2
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C11N2
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C1N9
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C1N9
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C8N9
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C8N9
2L	Davies et al. (2007)	exon	2430224	2430528	.	+	.	32	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2430224	2430528	.	+	1	32	Davies-C1N9ck
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C1N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C1N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C3N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C3N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C5N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C5N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C7N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C7N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C8N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C8N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C10N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C10N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C11N2
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C11N2
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C1N9
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C1N9
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C8N9
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C8N9
2L	Davies et al. (2007)	exon	2430601	2431617	.	+	.	33	Davies-C1N9ck
2L	Davies et al. (2007)	CDS	2430601	2431617	.	+	2	33	Davies-C1N9ck
